FID,Empire,Continent,Origin,StartOriginal,Start,End,heightArea,heightYear,Length,pop0,pop25,pop50,pop75,pop100,SameStartYear,ModifiedStartYear,Information
160,Safavid dynasty,Asia,Persia,1501,1501,1736,0.01,1618.5,235,0,13,70,97,0,0,1501,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
161,Saffarid dynasty,Asia,Persia,867,867,1002,0.01,934.5,135,0,44,84,85,0,0,867,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
162,Samanid Empire,Asia,Persia,819,819,999,2.85,928,180,0,10,62,67,0,0,819,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
163,Sassanid dynasty,Asia,Persia,224,224,651,0.01,437.5,427,0,39,66,51,0,0,224,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
164,Satavahana dynasty,Asia,India,-230,-230,220,0.5,150,450,0,40,58,68,0,0,-230,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
165,Second Bulgarian Empire,Europe,Balkans,1185,1185,1422,0.477,1241,237,0,12,53,88,0,0,1185,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
166,Second French Empire,Europe,France,1852,1852,1870,0.01,1861,18,0,18,69,59,0,0,1852,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
167,Second Mexican Empire,Central America,Mexico,1864,1864,1867,0.01,1865.5,3,0,10,85,97,0,0,1864,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
168,Seleucid Empire,Asia,"Persia,Â Mesopotamia,Â Syria",-312,-312,-63,3.9,-301,249,0,16,78,66,0,0,-312,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
169,Serbian Empire,Europe,"BalkansÂ (Serbia,Â Montenegro,Â Macedonia,Â Epirus,Â Thessaly,Â Albania)",1346,1346,1371,0.01,1358.5,25,0,38,57,100,0,0,1346,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
170,Shu Han,Asia,China,221,221,263,1,221,42,0,13,66,86,0,0,221,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
171,Shunga Empire,Asia,India,-185,-185,-73,0.01,-129,112,0,24,75,97,0,0,-185,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
172,Siam Empire,Asia,Thailand,1782,1782,1932,0.01,1857,150,0,12,50,67,0,0,1782,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
173,Sikh Empire,Asia,"Punjab region,Â India",1733,1733,1849,0.01,1791,116,0,19,69,100,0,0,1733,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
174,Sokoto Caliphate,Africa,West Africa,1804,1804,1903,0.01,1853.5,99,0,18,97,89,0,0,1804,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
175,Song dynasty,Asia,China,960,960,1279,3.1,980,319,0,25,67,98,0,0,960,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
176,Songhai Empire,Africa,West Africa,1340,1340,1591,0.8,1550,251,0,19,90,71,0,0,1340,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
177,Spanish Empire,Europe,Iberian Peninsula,1402,1402,1975,13.7,1810,573,0,23,88,66,0,0,1402,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
178,Srivijaya Empire,Asia,Indonesian Archipelago,683,683,1293,0.01,988,610,0,31,89,72,0,0,683,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
179,Sui dynasty,Asia,China,581,581,618,3,589,37,0,35,99,58,0,0,581,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
180,Swedish Empire,Europe,Sweden,1611,1611,1721,0.01,1666,110,0,20,91,100,0,0,1611,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
181,TÃ¢y SÆ¡n dynasty,Asia,Vietnam,1778,1778,1802,0.01,1790,24,0,39,57,56,0,0,1778,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
182,Tahirid dynasty,Asia,Persia,821,821,873,1,800,52,0,45,51,62,0,0,821,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
183,Tang dynasty,Asia,China,618,618,907,5.4,715,289,0,20,93,94,0,0,618,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
184,Thanjavur Nayak dynasty,Asia,South India,1532,1532,1673,0.01,1602.5,141,0,50,70,78,0,0,1532,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
185,Third Reich,Europe,Germany,1933,1933,1945,0.01,1939,12,0,14,90,89,0,0,1933,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
186,Tibetan Empire,Asia,Tibet,755,755,870,4.6,800,115,0,18,67,73,0,0,755,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
187,Timurid Empire,Asia,"Uzbekistan,Â PersiaÂ andÂ Central Asia",1370,1370,1526,4.4,1405,156,0,34,74,76,0,0,1370,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
188,Tlemcen,Africa,Algeria,1235,1235,1556,0.01,1395.5,321,0,40,74,82,0,0,1235,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
189,Toltec Empire,South America,Mesoamerica,496,496,1122,0.01,809,626,0,30,83,98,0,0,496,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
190,Tondo dynasty,Asia,Philippines,900,900,1587,0.01,1243.5,687,0,22,99,63,0,0,900,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
191,Toucouleur Empire,Africa,West Africa,1848,1848,1893,0.01,1870.5,45,0,16,59,76,0,0,1848,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
192,Toungoo dynasty,Asia,Toungoo,1510,1510,1752,0.01,1631,242,0,19,73,58,0,0,1510,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
193,Tu'i Tonga Empire,Asia,"Tonga,Â Pacific Ocean",950,950,1865,0.01,1407.5,915,0,18,50,84,0,0,950,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
194,Turgesh Khaganate,Asia,Turkistan,699,699,766,0.01,732.5,67,0,34,93,88,0,0,699,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
195,Umayyad Caliphate,Asia,Syria,661,661,750,11.1,720,89,0,40,78,60,0,0,661,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
196,Uyghur Khaganate,Asia,Central Asia,742,742,848,3.1,800,106,0,47,68,55,0,0,742,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
197,Uyunid Emirate,Asia,Arabian,1076,1076,1253,0.01,1164.5,177,0,12,69,69,0,0,1076,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
198,Vijayanagara Empire,Asia,South India,1336,1336,1646,0.01,1491,310,0,34,75,97,0,0,1336,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
199,Wari Empire,South America,"Peru,Â Bolivia",500,500,1100,0.01,800,600,0,18,73,66,0,0,500,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
